COMENTARIOS;ETIQUETAS;COD CLIENTE;FECHA;
mas publicidad comomesea y sillas;Negativo;;;
FALTA DE PRODUCTOS EN EL INTERIOR;Negativo;;;
NO LE ENTREGAN HELADERA Y HACE 27 AÑOS QUE TRABAJA CON FNC;Negativo;;;
publicida y marting;Neutro;;;
MAS CERVEZA EN VERANO;Negativo;;;
LLEVAN LA BEBIDA CON POCA FECHA DE VENCIMIENTO;Negativo;;;
y que faltan productos;Negativo;;;
ESTA EN MARISCALA, CERCA DE FRONTERA PERO NO LE LLEGAN LOS PRECIOS DE FRONTERA.;Negativo;;;
CUANDO PIDE PRODUCTOS LE DICEN QUE NO TIENEN STOCK;Negativo;;;
FALTA PUBLICIDAD ,HELADERA PARA LOS COMERCIOS CHICOS;Negativo;;;
QUIERE HELADERA;Negativo;;;
LE LLEGAN PRODUCTOS ROTOS Y LE DEMORAN MUCHISIMO EN HACERLE EL CAMBIO DE LOS MISMOS.;Negativo;;;
hace 10 años que tiene una parrillada, y no le dan heladeras, ni sillas, ni carteles.;Negativo;;;
no le realizan devolución de la mercaderia que le llevan con poco margen de vencimiento.;Negativo;;;
SIEMPRE BUSCAN UNA SOLUCION....;Positivo;;;
HACE FALTA MERCADERIA;Negativo;;;
ES UN POCO EL HORARIO DE ATENCION A LOS CLIENTES;Negativo;;;
TEEMOS 2 COMERCIOS Y HACE MAS DE 2 AÑOS QUE PEDIMOS UNA HELADERA NUEVA Y NO HEMOS TENIDO REPUESTA;Negativo;;;
Conforme en general.;Positivo;;;
HACE UN TIEMPO PIDO UNA HELADERA MAS Y AUN NO ME LA HAN DADO;Negativo;;;
FALTA DE MARKETIN Y CARTELERIA,SILLA ,MESAS.;Negativo;;;
conforme en general.;Positivo;;;
FALTA DE CERVEZA NORTEÑA;Negativo;;;
Cliente solicita equipo de frio;Negativo;;;
No tiene cambio en la mercaderia;Negativo;;;
desconforme que no le brindan heladera;Negativo;;;
faltantes de stock.;Negativo;;;
CAMBIARON DE DISTRIBUIDOR Y NO SE COMUNICARON NUNCA CON EL;Negativo;;;
El canje de productos rotos o vencidos , no tienen.;Negativo;;;
mucho faltante de stock durante todo el año-;Negativo;;;
NO DEJAN LA MERCADERIA QUE PIDEN (TRAEN LA MITAD DE LASW COSAS );Negativo;;;
BAJAR PRECIOS;Negativo;429096;Julio;
FALTA DE PROMOCIONES, POCO INTERES EN LOS COMERCIOS. MEJORAR COMUNICACION;Negativo;;;
SUGIERE EXTESION DE HORARIO;Negativo;;;
MEJORAR LOS PRECIOS , CARTELERA;Negativo;;;
TIENEN FALTANTES DE CHOPITO DE PATRICIA;Negativo;;;
SUGIERE REALIZAR LOS CAMBIOS CON MAYOR FRECUENCIA;Negativo;;;
MEJORAR ENTEGA;Negativo;;;
hay faltante de stock;Negativo;;;
HAY DEMASIADOS FALTANETES;Negativo;;;
conforme en gral, pero destaca que no le dan carteles, banderas, etc.;Neutro;;;
NO HAY FLEXIBILIDAD PARA LOS NEGOCIOS CHICOS;Negativo;;;
HACE 8 AÑOS PIDE UNA HELADERA Y NO SE LA BRINDAN.;Negativo;;;
MEJORAR PRECIO;Negativo;;;
QUE LE DEN MAS OPORTUNIDAD A LOS CHICOS ..;Negativo;;;
faltante de stock.;Negativo;;;
RECLAMA QUE HAY MUCHOS FALTANTES EN CUANTO A CERVEZA NEGRA;Negativo;;;
no le dan para que tenga propaganda.;Negativo;;;
no tiene propaganda para exhibir , y tiene faltante de stock.;Negativo;;;
MEJORAR PRECIOS EN EL INTERIOR;Negativo;;;
no le dan atención a pequeños negocios. no hay marketing.;Negativo;;;
HAY FALTANTE DE STOCK EN TEMPORADA;Negativo;;;
RECLAMA EQUIPO DE FRIO.;Negativo;;;
"LA MERCADERIA LLEGA CERCA DE LA FECHA DE CADUCIDAD.
";Negativo;;;
conforme en general.;Positivo;;;
CAMBIOS DEBERIAN SER MAS RAPIDOS;Negativo;;;
mejorar tiempo de entrega;Negativo;;;
LAS LINEAS DE CREDITO QUE NO TENES;Negativo;;;
mejorar precios en el interior , promociones beneficios;Negativo;;;
A VECES LOS PRECIOS;Neutro;83665;Julio;
PRECISO URGENTE UNA HELADERA,HACE 2 AÑOS QUE LA ESTOY PIDIENDO;Negativo;;;
MAS VISITAS DEL VENDEDOR;Negativo;;;
MEJORAR LOS CAMBIOS;Negativo;;;
MEJORAR LA EMPATIA;Negativo;;;
MAS VARIEDAD PRODUCTOS Y OFERTAS;Negativo;;;
FALTA DE SILLAS MOBILIARIO PARA MEJORAR EL LOCAL , BEBIDAS CHACAS , HELADERAS;Negativo;;;
DISPONIBILIDAD DE PRODUCTOS EJ MALTA;Neutro;;;
QUIERE HELADERAS HACE AÑOS QUE PIEDE;Negativo;;;
MUCHAS OFERTAS NO LES LLEGA;Negativo;;;
Conforme;Positivo;;;
devolución de mercadería;Negativo;;;
No le llegan todos los productos, no le dan heladera, publicidad, banderas, etc;Negativo;;;
No cumplen con el horario de reparto;Negativo;;;
Falta de propaganda;Negativo;;;
Renovar los equipos de frio;Negativo;;;
Conforme con el servicio ofrecido;Positivo;;;
Conforme en general;Positivo;;;
UN TEMA COMERCIAL DE PRECIOS.;Neutro;;;
Faltante de stock;Negativo;;;
NO RECIBE PRODUCTOS CUANDO LE PROMETEN;Negativo;;;
QUE TENGO UNA HELADERA MUY VIEJA Y QUIERO CAMBIARLA;Negativo;;;
RECOMIENDA LA CALIDAD DEL PRODUCTO;Positivo;;;
FALTA DE STOCK;Negativo;;;
"ALGUN DESCUENTO O MAS PROMOCIONES .
FALTA DE STOCK";Negativo;282704;Julio;
no le hacen los repartos.;Negativo;;;
faltante en temporada.;Negativo;;;
No tiene visitas del supervisor, ni dialogo. Desconforme en general.;Negativo;;;
conforme en gral;Positivo;;;
faltante de mercaderia;Negativo;;;
desconforme con la unificación, y que solo pueda hacer pedidos una vez a la semana.;Negativo;;;
desconforme con el stock, no le cambiaron los puntos. no le hacen las devoluciones.;Negativo;;;
No le hacen visitas desde febrero.;Negativo;;;
Desconforme en gral. quiere se comuniquen;Negativo;;;
no tienen comunicación directamente con un vendedor o supervisor.;Negativo;;;
Desconforme tambien por falta de stock.;Negativo;;;
falta de comunicación respecto al stock.;Negativo;;;
falta de stock.;Negativo;;;
esta desconforme con la falta de stock tambien.;Negativo;;;
desconforme con la falta de stock.;Negativo;;;
Desconforme en el stock.;Negativo;;;
Su aplicación de pedidos es simplemente excelente, facilita mucho todo el proceso.;Positivo;;;
La aplicación de pedidos que ofrecen es intuitiva y muy fácil de usar. Hace que todo sea mucho más conveniente.;Positivo;;;
No puedo dejar de elogiar la calidad de su aplicación de pedidos, es una herramienta fundamental para nuestro negocio.;Positivo;;;
La aplicación de pedidos es muy eficiente y nos permite realizar nuestros pedidos de manera rápida y precisa.;Positivo;;;
La calidad de la aplicación de pedidos es impresionante, nos ahorra mucho tiempo y esfuerzo en la gestión de nuestros pedidos.;Positivo;;;
Gracias a su aplicación de pedidos, hemos mejorado la eficiencia en nuestro negocio. Es un recurso valioso.;Positivo;;;
La aplicación de pedidos es muy completa y está diseñada de manera muy profesional. Nos encanta utilizarla.;Positivo;;;
Estoy impresionado por la calidad y la funcionalidad de su aplicación de pedidos. Simplifica todo el proceso.;Positivo;;;
La aplicación de pedidos es una herramienta esencial para nosotros, y la suya es de las mejores que hemos utilizado.;Positivo;;;
La aplicación de pedidos es muy amigable y nos permite realizar seguimiento de nuestros pedidos de manera efectiva.;Positivo;;;
Su aplicación de pedidos es un gran valor agregado para su servicio, nos hace la vida mucho más fácil.;Positivo;;;
La calidad de la aplicación de pedidos es digna de elogio, es una parte fundamental de su servicio excepcional.;Positivo;;;
La aplicación de pedidos es muy robusta y nos brinda un control total sobre nuestros pedidos. ¡Muy útil!;Positivo;;;
Estamos muy satisfechos con la calidad de su aplicación de pedidos. Simplifica nuestra logística de manera significativa.;Positivo;;;
La aplicación de pedidos es muy confiable y nos permite hacer un seguimiento detallado de nuestras solicitudes.;Positivo;;;
No puedo imaginar gestionar nuestros pedidos sin la ayuda de su aplicación. Es una herramienta esencial.;Positivo;;;
La calidad y la eficiencia de su aplicación de pedidos son excepcionales. Nos ahorra tiempo y esfuerzo.;Positivo;;;
La aplicación de pedidos es muy intuitiva y fácil de usar, incluso para aquellos con poca experiencia tecnológica.;Positivo;;;
La aplicación de pedidos es una de las mejores que hemos utilizado, hace que todo el proceso sea fluido y sin complicaciones.;Positivo;;;
La calidad de su aplicación de pedidos es un testimonio de su compromiso con la satisfacción del cliente. Estamos muy agradecidos.;Positivo;;;
La calidad de sus productos es insuperable y el envío siempre puntual. ¡Un combo perfecto!;Positivo;;;
Cada vez que abro uno de sus productos, me sorprende la calidad. Además, los envíos siempre llegan a tiempo.;Positivo;;;
No puedo dejar de elogiar la calidad de sus bebidas. Y el hecho de que siempre lleguen en perfectas condiciones solo mejora la experiencia.;Positivo;;;
La calidad de sus productos es excepcional y la precisión en la entrega es admirable.;Positivo;;;
No solo son los mejores en calidad, sino que también en puntualidad en los envíos. ¡Muy satisfecho!;Positivo;;;
La calidad de sus bebidas supera mis expectativas una y otra vez, y los envíos siempre son rápidos y seguros.;Positivo;;;
La excelencia de sus productos y la rapidez en la entrega son realmente impresionantes.;Positivo;;;
Nunca he probado bebidas de tan alta calidad como las suyas, y la entrega siempre es impecable.;Positivo;;;
La calidad de sus productos es el estándar de oro, y los envíos siempre son confiables.;Positivo;;;
Estoy encantado con la calidad de sus bebidas, y el hecho de que lleguen siempre a tiempo es un gran plus.;Positivo;;;
La calidad de sus productos es incomparable, y la entrega siempre es puntual.;Positivo;;;
La calidad de sus bebidas es excepcional, y la rapidez en la entrega solo agrega valor a la experiencia.;Positivo;;;
La calidad de sus productos es de primera categoría, y la entrega siempre es profesional y puntual.;Positivo;;;
Estoy impresionado por la calidad constante de sus bebidas y la eficiencia de sus envíos.;Positivo;;;
La calidad de sus productos es sobresaliente, y el envío siempre es rápido y seguro.;Positivo;;;
La excelencia de sus bebidas y la precisión en la entrega son dignas de admiración.;Positivo;;;
La calidad de sus productos es insuperable, y la entrega siempre es impecable.;Positivo;;;
Cada vez que disfruto de sus bebidas, aprecio la calidad, y los envíos siempre son confiables.;Positivo;;;
La calidad de sus productos es indiscutible, y la entrega siempre es puntual.;Positivo;;;
No puedo dejar de elogiar la calidad de sus bebidas, y el envío siempre es rápido y eficiente.;Positivo;;;
Siempre encuentro mejoras en su servicio. La calidad es innegable.;Positivo;;;
No deja de sorprenderme la excelencia de sus productos y la atención al cliente.;Positivo;;;
Estoy agradecido por la oportunidad de abordar cualquier problema de manera abierta y efectiva.;Positivo;;;
Resumiendo, mi experiencia con su empresa es altamente satisfactoria.;Positivo;;;
Tanto el equipo de ventas como el personal de logística destacan por su profesionalismo y compromiso.;Positivo;;;
El vendedor que retira los pedidos es amable y eficiente, lo cual es digno de elogio.;Positivo;;;
Mi satisfacción con su servicio es completa.;Positivo;;;
Su empresa se distingue por ofrecer un servicio de alta calidad en todos los aspectos.;Positivo;;;
Permítanme expresar mi pleno contento con sus servicios.;Positivo;;;
Mi grado de satisfacción con su empresa es excepcional.;Positivo;;;
En términos generales, mi experiencia como cliente es altamente positiva.;Positivo;;;
Se nota claramente la mejora constante en la calidad de su servicio, lo cual merece reconocimiento.;Positivo;;;
No tengo ninguna queja, todo funciona de manera impecable.;Positivo;;;
A lo largo del tiempo, su empresa ha demostrado un compromiso continuo con la excelencia.;Positivo;;;
Sigo impresionado por la calidad y la atención que brindan a sus clientes.;Positivo;;;
Es un verdadero placer hacer negocios con su empresa.;Positivo;;;
La atención al cliente y la calidad de sus productos son insuperables.;Positivo;;;
Los pedidos siempre llegan puntualmente y en perfectas condiciones, lo cual es muy valioso.;Positivo;;;
Como comerciantes relativamente nuevos, hemos tenido una experiencia excepcional gracias a su dedicación y eficiencia.;Positivo;;;
Aunque me permito sugerir una mayor atención a la cartelería, el resto de su servicio es realmente sobresaliente.;Positivo;;;
Siempre la rompen mejorando, loco. Pero los vendedores, son crack total.;Positivo;;;
Posta que no hay como la calidad de su vendedor, te juro.;Positivo;;;
Alta onda poder charlar y arreglar todo, gracias de una.;Positivo;;;
Naah, en general, todo de diez.;Positivo;;;
Los vendedores y los pibes del camión la descosen, siempre buena onda.;Positivo;;;
El vendedor que viene a buscar los pedidos, una masa.;Positivo;;;
Todo piola, gracias por el servicio.;Positivo;;;
El servicio que tiran es de diez.;Positivo;;;
Buenísimo el servicio, siempre.;Positivo;;;
Estoy chocho con su atención, posta.;Positivo;;;
En general, más que satisfecho con lo que hacen.;Positivo;;;
La están rompiendo, el servicio mejoró banda.;Positivo;;;
No me quejo de nada, todo joya.;Positivo;;;
Gracias por seguir dándola con un servicio de calidad.;Positivo;;;
Sigo flipando con la calidad de lo que hacen.;Positivo;;;
Es un golazo hacer negocios con ustedes.;Positivo;;;
La atención y la calidad, son de alto vuelo.;Positivo;;;
Los pedidos siempre llegan en tiempo y forma, un gol.;Positivo;;;
Nuestra experiencia como novatos en el negocio, re joya gracias a ustedes.;Positivo;;;
Solo les tiraría la idea de ponerle más pilas a la cartelería, pero lo demás, todo perfecto.;Positivo;;;
Su aplicación de pedidos es simplemente espectacular, nos facilita la vida un montón.;Positivo;;;
Che, la aplicación de pedidos que tienen es re intuitiva y fácil de usar. Nos hace la vida más simple.;Positivo;;;
No puedo dejar de elogiar la calidad de su aplicación de pedidos, es clave para la movida.;Positivo;;;
La aplicación de pedidos es alta eficiente, nos permite mandar nuestros pedidos de manera rápida y precisa.;Positivo;;;
La calidad de la aplicación de pedidos es tremenda, nos hace la logística mucho más sencilla.;Positivo;;;
Gracias a su aplicación de pedidos, re mejoramos la eficiencia en nuestro negocio. Es un golazo.;Positivo;;;
La aplicación de pedidos está completa y está diseñada de manera muy profesional, nos encanta usarla.;Positivo;;;
Estoy re sorprendido por la calidad y funcionalidad de su aplicación de pedidos. Simplifica todo.;Positivo;;;
La aplicación de pedidos es una herramienta clave para nosotros, y la de ustedes es de las mejores.;Positivo;;;
La aplicación de pedidos es muy piola y nos permite hacer el seguimiento de los pedidos en banda.;Positivo;;;
Su aplicación de pedidos es un re plus para su servicio, nos facilita banda la vida.;Positivo;;;
La calidad de la aplicación de pedidos es un golazo, es parte clave de su servicio de diez.;Positivo;;;
La aplicación de pedidos está dura y nos da un control total de los pedidos. ¡Re útil!;Positivo;;;
Estamos chochos con la calidad de su aplicación de pedidos. Simplifica todo el laburo logístico.;Positivo;;;
La aplicación de pedidos es re confiable y nos permite hacer el seguimiento de nuestras solicitudes al detalle.;Positivo;;;
No me imagino manejar nuestros pedidos sin la aplicación de ustedes. Es re esencial.;Positivo;;;
La calidad y la eficiencia de su aplicación de pedidos son de alto vuelo. Nos ahorra tiempo y laburo.;Positivo;;;
La aplicación de pedidos es muy intuitiva y fácil de usar, hasta para los que no somos tan techies.;Positivo;;;
La aplicación de pedidos es de las mejores que usamos, hace que todo fluya sin drama.;Positivo;;;
La calidad de su aplicación de pedidos habla del compromiso que tienen con la satisfacción del cliente. Les agradecemos banda.;Positivo;;;
Los precios que manejan son re competitivos, lo cual nos ayuda a mantener los números en verde en nuestro negocio.;Positivo;;;
Me copa que ofrezcan productos de alta calidad a precios que no te matan. Es una joyita.;Positivo;;;
Los precios que tiran son muy justos para la calidad que traen sus productos. ¡Una excelente relación calidad-precio!;Positivo;;;
La relación calidad-precio de sus productos es un golazo. Nos deja guita en el bolsillo.;Positivo;;;
Estamos chochos con los precios que manejan. Nos hacen la vida más fácil en este negocio.;Positivo;;;
Los precios son una re ventaja para nosotros. Nos dejan una buena tajada de ganancias.;Positivo;;;
La relación entre calidad y precio de sus productos es re zarpada. Es una joya.;Positivo;;;
La accesibilidad de sus precios nos hace sentir que estamos haciendo una buena compra.;Positivo;;;
La asequibilidad de los precios es clave para nosotros. Nos ayuda a atraer más clientes.;Positivo;;;
Estamos muy contentos con los precios competitivos que tiran. Nos hacen crecer.;Positivo;;;
Los precios que manejan son una ganga, lo cual nos permite ofrecer una variedad de opciones a nuestros clientes.;Positivo;;;
La relación calidad-precio de sus productos es de primera. Nos ayuda a mantener contentos a los clientes.;Positivo;;;
Los precios son un factor importante en por qué los elegimos como proveedores.;Positivo;;;
La competitividad de los precios es una re ayuda para nuestro negocio. Maximizamos las ganancias.;Positivo;;;
Nos quedamos locos con la asequibilidad de los productos. Mantenemos los números en verde.;Positivo;;;
Los precios justos que manejan son un caño. Nos ayudan a fijar los precios al por menor.;Positivo;;;
La asequibilidad de los productos es una razón clave para que sigamos trabajando con ustedes.;Positivo;;;
Los precios que manejan son un factor clave en nuestra satisfacción como clientes.;Positivo;;;
La calidad a precios competitivos es un diferencial de su empresa en el mercado.;Positivo;;;
Los precios atractivos que ofrecen son esenciales para nuestro éxito.;Positivo;;;
Además, destaco que si hay algún problema, lo solucionan rapidito. Un servicio al cliente de primera.;Positivo;;;
También quiero tirarle flores a la atención personalizada que nos dan, tanto el equipo como los vendedores. Se nota que le ponen onda a la cosa.;Positivo;;;
En resumen, destaco que todo está joya, desde los precios copados hasta la excelente atención y que siempre están a mano cuando los necesitamos.;Positivo;;;
Y qué decir de los precios, ¡están bárbaros! Los vendedores siempre llegan en hora, son re puntuales.;Positivo;;;
Estamos más que conformes con su servicio, ¡la rompen!;Positivo;;;
Está todo re bien con su servicio, y eso es lo que nos mantiene contentos.;Positivo;;;
Nos cabe un montón todo lo que nos tiran. Es un golazo laburar con ustedes.;Positivo;;;
Mantenerse así está perfecto, ¡sepan que estamos chochos con su servicio actual!;Positivo;;;
La movida con el método de pago nos re funciona. ¡Es re práctico!;Positivo;;;
Son los únicos que nos tiran unos descuentos copados por comprar cantidades grandes. ¡Eso suma mucho para nosotros!;Positivo;;;
Nos copa tanto el vendedor como el programa Bees. Nos hacen la vida más fácil en el negocio.;Positivo;;;
La app que tienen no la puedo dejar de nombrar. Hace todo el tema de los pedidos una pavada.;Positivo;;;
Estoy chocha con el personal de distribución. Siempre nos atienden con buena onda y eficiencia.;Positivo;;;
En general, estamos chochos con su servicio y lo que nos cobran por lo que nos dan.;Positivo;;;
Quiero decir que les estamos agradecidos por la buena onda que nos tiran siempre. Se nota que la rompen con los clientes.;Positivo;;;
Destaco que el servicio tanto del vendedor como del distribuidor es impecable. Son clave para nuestro éxito.;Positivo;;;
Su servicio es simplemente un caño. No podemos estar más contentos.;Positivo;;;
La verdad que estamos más que conformes en general con todo lo que nos tiran. Son unos grosos.;Positivo;;;
Quiero tirarles un gracias de corazón por la atención que nos dan. La muestran.;Positivo;;;
Estoy chocho con el distribuidor y el vendedor. Se la re juegan por la excelencia.;Positivo;;;
Además, destaca que si surge algún problema, ellos lo solucionan rápidamente. Ofrecen un servicio al cliente de primera.;Positivo;;;
También queremos mencionar la atención personalizada que brindan, tanto por parte del equipo como de los vendedores. Se nota que ponen un gran esfuerzo en ello.;Positivo;;;
En resumen, se destaca que todo está en óptimas condiciones, desde los precios competitivos hasta la excelente atención y la disponibilidad constante.;Positivo;;;
Y qué decir de los precios, están muy bien. Los vendedores siempre son puntuales en sus entregas, lo cual es muy apreciado.;Positivo;;;
Están más que conformes con el servicio ofrecido, lo consideran excepcional.;Positivo;;;
Están satisfechos con el servicio brindado y eso es lo que les mantiene contentos.;Positivo;;;
Les agrada mucho todo lo que reciben de la empresa. Están encantados de trabajar con ellos.;Positivo;;;
Esperan que el servicio se mantenga igual, ya que están muy satisfechos con la calidad actual.;Positivo;;;
Les funciona muy bien el método de pago propuesto. Lo consideran práctico y eficiente.;Positivo;;;
Valoran mucho que sean los únicos que les otorgan descuentos por comprar cantidades grandes. Esto es un gran beneficio para ellos.;Positivo;;;
Les gusta mucho tanto el vendedor como el programa Bees. Ambos son de gran utilidad en su negocio.;Positivo;;;
La aplicación que ofrecen no puede ser dejada de lado. Facilita mucho el proceso de realización de pedidos.;Positivo;;;
Están muy contentos con el personal de distribución. Siempre les atienden con amabilidad y eficiencia.;Positivo;;;
En general, están muy satisfechos con el servicio y consideran que la relación calidad-precio es excelente.;Positivo;;;
Quieren expresar su agradecimiento por la atención que reciben de la empresa. Consideran que muestran un gran compromiso con sus clientes.;Positivo;;;
Destacan que el servicio tanto del vendedor como del distribuidor es impecable. Son fundamentales para el éxito del negocio.;Positivo;;;
Consideran que el servicio ofrecido es excepcional. No pueden estar más contentos.;Positivo;;;
En general, están más que conformes con todo lo que la empresa les proporciona. Los consideran unos grandes profesionales.;Positivo;;;
Quieren expresar su agradecimiento por la atención que les brindan. La consideran excepcional.;Positivo;;;
Están encantados con el distribuidor y el vendedor. Consideran que se esfuerzan por ofrecer un servicio de alta calidad.;Positivo;;;
Además, se destaca la facilidad y rapidez con la que la empresa resuelve cualquier inconveniente. Esto brinda a los clientes una sensación de seguridad y satisfacción.;Positivo;;;
También se resalta la atención personalizada que brindan tanto el equipo de la empresa como los vendedores. Esto crea un ambiente amigable y confiable para los clientes.;Positivo;;;
En resumen, se destaca la calidad de los productos en general, así como los precios competitivos y la excelente atención al cliente. Los clientes se sienten valorados y respaldados.;Positivo;;;
Además, se hace hincapié en los precios atractivos de los productos y en la puntualidad de los vendedores. Esto contribuye a la satisfacción general de los clientes.;Positivo;;;
Los clientes expresan su conformidad con el servicio y la relación calidad-precio ofrecidos por la empresa. Se sienten satisfechos con la experiencia en general.;Positivo;;;
Se destaca la conformidad de los clientes con el servicio, lo cual es un aspecto fundamental para su negocio.;Positivo;;;
Los clientes están muy conformes con todo lo que la empresa les ofrece y consideran que es un placer trabajar con ellos.;Positivo;;;
Los clientes desean que la empresa continúe manteniendo el mismo nivel de servicio, ya que están plenamente conformes con la calidad actual.;Positivo;;;
Se expresan conformes con el método de pago proporcionado por la empresa, considerándolo práctico y eficiente.;Positivo;;;
Los clientes valoran que la empresa sea la única que bonifica por comprar determinadas cantidades, lo cual les brinda un beneficio adicional.;Positivo;;;
Los clientes están satisfechos tanto con el vendedor como con el programa Bees, ambos aspectos son fundamentales para su negocio.;Positivo;;;
La aplicación que la empresa ofrece es mencionada como una herramienta esencial que simplifica el proceso de pedidos.;Positivo;;;
Los clientes se sienten muy satisfechos con el personal de distribución, destacando su amabilidad y eficiencia.;Positivo;;;
En general, los clientes se encuentran conformes con el servicio y la relación calidad-precio proporcionados por la empresa.;Positivo;;;
Los clientes desean expresar su agradecimiento por la atención que reciben de la empresa, considerando que demuestra un compromiso genuino con sus clientes.;Positivo;;;
Se destaca el servicio excepcional tanto del vendedor como del distribuidor, reconociendo su papel fundamental en el éxito del negocio.;Positivo;;;
Los clientes consideran que el servicio ofrecido por la empresa es de alta calidad y están completamente conformes con ello.;Positivo;;;
En general, los clientes están más que conformes con todo lo que la empresa les ofrece, valorando su profesionalismo.;Positivo;;;
Los clientes expresan su agradecimiento por la atención que reciben, considerándola excepcional.;Positivo;;;
Los clientes están encantados con el distribuidor y el vendedor, a quienes consideran altamente comprometidos con ofrecer un servicio de alta calidad.;Positivo;;;
Siempre sigan mejorando. Pero no hay como la calidad del vendedor. Y poder intercambiar opiniones y tratar de solucionar. Directamente gracias.;Positivo;;;
Nada, en general, todo muy bien.;Positivo;;;
Tanto el vendedor como los muchachos del camión son notables y siempre están con buena voluntad.;Positivo;;;
La atención del vendedor que viene a levantar el pedido es muy amable.;Positivo;;;
Todo bien.;Positivo;;;
El servicio es excelente.;Positivo;;;
Buen servicio. Estoy muy conforme.;Positivo;;;
Muy conforme en general.;Positivo;;;
Muy buen servicio, mejoró.;Positivo;;;
Es todo impecable.;Positivo;;;
Todo bien por el momento, gracias.;Positivo;;;
Excelente. Hace ya 35 años que compro a FNC, y no tengo quejas. Si se suma la posibilidad de las promociones y canjes por puntos que tiene BEES, mejor aún. Saludos.;Positivo;;;
Excelente.;Positivo;;;
Muy probable.;Positivo;;;
Buena.;Positivo;;;
Perfecta. Reglas sencillas y claras. Muy bien su planificación.;Positivo;;;
Mejor servicio en ventas, presencia impecable, entrega siempre en forma... y por lejos los mejores productos.;Positivo;;;
Bien.;Positivo;;;
Siempre positiva la experiencia, excelente trato con el vendedor y los camioneros.;Positivo;;;
Buena experiencia. Todo bien con los pedidos, llegan en tiempo y forma.;Positivo;;;
Todo positivo.;Positivo;;;
Somos relativamente nuevos comerciantes, nuestra experiencia ha sido muy buena, excelente atención de los vendedores que se han presentado en nuestro local, y no hemos tenido ningún inconveniente en cuanto a entregas de mercadería.;Positivo;;;
Buen servicio y buena atención, solo falta más preocupación en el tema de cartelería. Al menos con nosotros, hace mucho tiempo que no nos ofrecen nada. Después con lo demás excelente, gracias.;Positivo;;;
Buen servicio, bien el vendedor, útil la aplicación y el servicio de entrega excelente.;Positivo;;;
Me gustan los puntos BEES.;Positivo;;;
Precios más competitivos. La app está muy buena.;Positivo;;;
Muy bien la entrega.;Positivo;;;
Por ahora, todo bien conforme.;Positivo;;;
La experiencia es buena. Es todo más dinámico y mejor.;Positivo;;;
Muy buena experiencia. Siempre en tiempo y fecha los pedidos.;Positivo;;;
Mi vendedor es el mejor... Marcos Álvez me busca soluciones para todo... y los transportistas también son muy buenos (t ...742007). La verdad se merecen un premio.;Positivo;;;
La relación humana es excelente, tanto con supervisores y promotores de venta. La comunicación vía telefónica con la empresa se podría mejorar pero es buena. La relación con la app no es mala pero se puede mejorar. Creo que siempre las relaciones humanas son mucho más productivas para todos.;Positivo;;;
Es necesario y fundamental contar con una compañía líder como Pepsi en un local como el mío. No he tenido malas experiencias.;Positivo;;;
Buen trato con vendedor y repartidores. Buenos productos. Y buenas bonificaciones. Buena app.;Positivo;;;
Una excelente relación, personal y empresarial.;Positivo;;;
La aplicación está buena.;Positivo;;;
Hola!!... Soy clienta desde el año 1989. Y consumidora desde niña, en los años de mi infancia los domingos en familia nunca faltaba la Pepsi en la mesa. Y además de esos lindos recuerdos. Fue y es una de las empresas que más me apoyaron en momentos difíciles. Además de ofrecer un buen servicio y la calidad de los productos. Gracias a esta encuesta me hicieron recordar cuando mi abuela materna descansa en paz. Me decía nietita te cambio un vasito de Pepsi por un postrecito que yo hacía cuando era una niña!!.. Gracias!!..;Positivo;;;
Buen servicio, amable atención.;Positivo;;;
Muy conforme con la entrega y con el vendedor.;Positivo;;;
Excelente, muy buena atención.;Positivo;;;
Rapidez, entrega sin problemas y buen ambiente tanto con el vendedor como con los que vienen a hacer la entrega.;Positivo;;;
Cumple las expectativas.;Positivo;;;
Muy buena atención.;Positivo;;;
Hace años que trabajamos con FNC y estamos muy conformes. Los pedidos llegan a tiempo y las respuestas son inmediatas.;Positivo;;;
No, gracias.;Neutro;;;
No, no tengo comentarios.;Neutro;;;
Sin observaciones.;Neutro;;;
No todo está perfecto.;Neutro;;;
Ninguna sugerencia por ahora.;Neutro;;;
No, nada que añadir.;Neutro;;;
Sin opiniones adicionales.;Neutro;;;
No tengo críticas.;Neutro;;;
Sin comentarios por el momento.;Neutro;;;
Todo está en orden.;Neutro;;;
No tengo ninguna queja.;Neutro;;;
Sin observaciones negativas.;Neutro;;;
Nada que objetar.;Neutro;;;
No, nada negativo que decir.;Neutro;;;
No tengo comentarios extras.;Neutro;;;
Sin problemas.;Neutro;;;
No hay quejas por mi parte.;Neutro;;;
Ninguna observación en particular.;Neutro;;;
Todo en su sitio.;Neutro;;;
Sin comentarios adicionales.;Neutro;;;
Ok, gracias.;Neutro;;;
No, gracias.;Neutro;;;
Si, gracias.;Neutro;;;
Gracias.;Neutro;;;
Si, ok.;Neutro;;;
No, si.;Neutro;;;
Ok, no.;Neutro;;;
Gracias, no.;Neutro;;;
Si, no.;Neutro;;;
No, ok.;Neutro;;;
No, gracias.;Neutro;;;
Gracias, si.;Neutro;;;
Si, no, gracias.;Neutro;;;
No, gracias, ok.;Neutro;;;
Si, gracias, ok.;Neutro;;;
Ok, si, gracias.;Neutro;;;
Gracias, no, si.;Neutro;;;
